SaleID,Store,Product,Qty,Price
SL000590,Store01,Doohickey,2,120.76
SL000591,Store01,Cog,5,182.97
SL000592,Store01,Gizmo,7,15.99
SL000593,Store04,Gizmo,6,48.36
SL000594,Store03,Doohickey,8,69.14
SL000595,Store01,Widget,11,127.19
SL000596,Store02,Bolt,3,100.4
SL000597,Store03,Doohickey,two,56.66
SL000598,Store03,Gizmo,4,21.11
SL000599,Store03,Sprocket,3,123.26
SL000600,Store01,Cog,9,182.29
